ref,official_name,name,distance,district,localities
С-02-07-02,(Рогинці – Корделівка - Дружне) - Панасівка,О-02-23-07 – Панасівка,2.408,Хмільницький район,Калинівська міська
С-02-07-03,Забара - Польова Лисіївка,Забара – Польова Лисіївка,6.62,Хмільницький район,Калинівська міська
С-02-07-04,Під'їзд до с.Іванів,Під'їзд до с.Іванів,2.29,Хмільницький район,Іванівська сільська
С-02-07-05,(Стара Гута – Калинівка – Турбів) - Кам'яногірка,О-02-23-01 – Кам'яногірка,3.025,Хмільницький район,Іванівська сільська
С-02-07-06,(Стара Гута – Калинівка – Турбів) - Прилуцьке,О-02-23-01 – Прилуцьке,1.42,Хмільницький район,Калинівська міська
С-02-07-07,Лемешівка - Малі Кутищі,Лемешівка – Малі Кутищі,7.143,Хмільницький район,Калинівська міська
С-02-07-08,Райки - Безіменне,Райки – Безіменне,2.26,Хмільницький район,Калинівська міська
С-02-07-09,Райки - Адамівка,Райки – Адамівка,3.21,Хмільницький район,Калинівська міська
С-02-07-10,Пиків - Кулибабинці,Пиків – Кулибабинці,3.25,Хмільницький район,Іванівська сільська
С-02-07-11,(Байківка – Радівка) -Грушківці,С-02-07-20 – Грушківці,2.11,Хмільницький район,Іванівська сільська
С-02-07-12,Мізяків - Мізяківська Слобідка,Мізяків – Мізяківська Слобідка,1.116,Хмільницький район,Калинівська міська
С-02-07-13,(Гущенці - Стрижавка) - Павленки,О-02-03-03 – Павленки,1.743,Хмільницький район,Калинівська міська
С-02-07-14,(Лопатин – Флоріанівка) - Голубівка,С-02-08-31 – Голубівка,0.64,Хмільницький район,Калинівська міська
С-02-07-15,(Голендри - Нова Гребля) - Герасимівка,О-02-07-08 – Герасимівка,1.177,Хмільницький район,Калинівська міська
С-02-07-16,(Нападівка – Лемешівка) - Райки,С-02-07-23 – Райки,1.87,Хмільницький район,Калинівська міська
С-02-07-17,Дружне - Лозівка,Дружне – Лозівка,2.656,Хмільницький район,Калинівська міська
С-02-07-18,Мирне - Забара,Мирне – Забара,5.28,Хмільницький район,Калинівська міська
С-02-07-19,Люлинці - Жигалівка,Люлинці – Жигалівка,17.524,Хмільницький район,"Калинівська міська,
Іванівська сільська"
С-02-07-20,Байківка - Радівка,Байківка – Радівка,20.815,Хмільницький район,"Калинівська міська,
Іванівська сільська"
С-02-07-21,Корделівка -Залеванщина,Корделівка – Залеванщина,12.017,Хмільницький район,Калинівська міська
С-02-07-22,Павлівка - Іванів,Павлівка – Іванів,6.765,Хмільницький район,Іванівська сільська
С-02-07-23,(М-21) – Нападівка -Лемешівка,М-21 – Нападівка – Лемешівка,18.44,Хмільницький район,Калинівська міська
С-02-07-24,(М-21) – Весела -Червоний Степ,М-21 – Весела – Червоний Степ,9.826,Хмільницький район,Калинівська міська
С-02-07-25,(М-21) - Писарівка,М-21 – Писарівка,4.878,Хмільницький район,Калинівська міська
С-02-07-26,(М-21) - Сальник,М-21 – Сальник,4.754,Хмільницький район,Калинівська міська
С-02-07-27,Бережани - Хомутинці,Бережани – Хомутинці,3.355,Хмільницький район,Калинівська міська
С-02-07-28,Під’їзд до станції Калинівка,Під’їзд до станції Калинівка,1.368,Хмільницький район,Калинівська міська
С-02-07-29,Мончинці - Нападівка,Мончинці – Нападівка,5.772,Хмільницький район,Калинівська міська
С-02-07-30,Нападівка - Радівка,Нападівка – Радівка,2.701,Хмільницький район,Калинівська міська
С-02-07-31,(М-21) - Радівка,М-21 – Радівка,1.651,Хмільницький район,Калинівська міська
С-02-07-32,(Т-02-19) – Калинівка - (М-21),О-02-23-01 – Калинівка – М-21,4.079,Хмільницький район,Калинівська міська
С-02-07-33,(Т-02-19) - аеродром,О-02-23-01 – аеродром,0.497,Хмільницький район,Калинівська міська
О-02-08-01,Махнівка - Уланів,Махнівка – Уланів,47.346,Хмільницький район,"Махнівська сільська,
Уланівська сільська"
О-02-08-02,(Кременець - Біла Церква – Ржищів – Канів – Софіївка) - Журбинці -Самгородок,Н-02 – Журбинці – Самгородок,22.545,Хмільницький район,Самгородоцька сільська
О-02-08-03,(Н-02) - Махаринці - Козятин - (Н-02),Н-02 – Махаринці – Козятин – Н-02,16.238,Хмільницький район,Козятинська міська
О-02-08-04,Пляхова – Непедівка - Білопілля,Пляхова – Непедівка – Білопілля,17.4,Хмільницький район,Глуховецька селищна
О-02-08-05,(Кременець - Біла Церква – Ржищів – Канів – Софіївка) - (Білопілля -Вівсяники) через Королівку,Н-02 – Королівка – О-02-08-06,12.6,Хмільницький район,Козятинська міська
О-02-08-06,Білопілля - Вівсяники,Білопілля – Вівсяники,54.662,Хмільницький район,"Самгородоцька сільська,
Козятинська міська,
Глуховецька селищна"
О-02-08-07,Границя Житомирської області – Кашперівка - границя Житомирської області,Границя Житомирської області – Кашперівка – границя Житомирської області,9.0,Хмільницький район,Глуховецька селищна
С-02-08-01,(Кременець - Біла Церква – Ржищів – Канів – Софіївка) –Листопадівка - Пиковець,Н-02 – Листопадівка – Пиковець,2.0,Хмільницький район,Махнівська сільська
С-02-08-02,Пиковець - Пустоха,Пиковець – Пустоха,3.266,Хмільницький район,Козятинська міська
С-02-08-03,(Махнівка - Уланів) - Хліборобне,О-02-08-01 – Хліборобне,3.4,Хмільницький район,Махнівська сільська
С-02-08-04,Безіменне - Молотківці,Безіменне – Молотківці,3.604,Хмільницький район,Махнівська сільська
С-02-08-05,(Махнівка - Уланів) -Чернички,О-02-08-01 – Чернички,2.0,Хмільницький район,Махнівська сільська
С-02-08-06,с.Козятин - Іванківці,Козятин – Іванківці,4.871,Хмільницький район,Козятинська міська
С-02-08-07,Бродецьке - Дубина,Бродецьке – Дубина,2.692,Хмільницький район,Глуховецька селищна
С-02-08-08,(Пляхова – Непедівка - Білопілля) - Глухівці,О-02-08-04 – Глухівці,4.4,Хмільницький район,Глуховецька селищна
С-02-08-09,Непедівка - Гурівці,Непедівка – Гурівці,3.32,Хмільницький район,Глуховецька селищна
С-02-08-10,(Кременець - Біла Церква – Ржищів – Канів – Софіївка) - Садове,Н-02 – Садове,3.028,Хмільницький район,"Глуховецька селищна,
Махнівська сільська"
С-02-08-11,(Білопілля – Вівсяники) - Рубанка,О-02-08-06 – Рубанка,1.6,Хмільницький район,Козятинська міська
С-02-08-12,Воскодавинці -Вікторівка,Воскодавинці – Вікторівка,1.6,Хмільницький район,Самгородоцька сільська
С-02-08-13,Білопілля - Селище,Білопілля – Селище,3.92,Хмільницький район,Глуховецька селищна
С-02-08-14,Вернигородок - Велике,Вернигородок – Велике,4.044,Хмільницький район,Глуховецька селищна
С-02-08-15,Вернигородок -Верболози,Вернигородок – Верболози,3.08,Хмільницький район,Глуховецька селищна
С-02-08-16,(Білопілля – Вівсяники) -Титусівка,О-02-08-06 – Титусівка,1.283,Хмільницький район,Козятинська міська
С-02-08-17,(Білопілля - Вівсяники) - Великий Степ,О-02-08-06 – Великий Степ,2.9,Хмільницький район,Самгородоцька сільська
С-02-08-18,Самгородок - Красне,Самгородок – Красне,5.0,Хмільницький район,Самгородоцька сільська
С-02-08-19,Вівсяники - Муховата,Вівсяники – Муховата,6.85,Хмільницький район,Самгородоцька сільська
С-02-08-20,Малишівка - Красне,Малишівка – Красне,12.3,Хмільницький район,Самгородоцька сільська
С-02-08-21,Самгородок - Коритувата,Самгородок – Коритувата,9.0,Хмільницький район,Самгородоцька сільська
С-02-08-22,Самгородок – Лозівка - Збараж,Самгородок – Лозівка – Збараж,12.0,Хмільницький район,Самгородоцька сільська
С-02-08-23,Козятин - станція Козятин-2,Козятин – станція Козятин-2,5.718,Хмільницький район,Козятинська міська
С-02-08-24,Марківці - Мшанець,Марківці – Мшанець,2.8,Хмільницький район,Махнівська сільська
С-02-08-25,Перемога - Немиринці,Перемога – Немиринці,6.485,Хмільницький район,Махнівська сільська
С-02-08-26,Жежелів – Глухівці -Панасівка,Жежелів – Глухівці – Панасівка,16.917,Хмільницький район,Глуховецька селищна
С-02-08-27,(Кременець - Біла Церква – Ржищів – Канів – Софіївка) –Тернівка - Поличинці,Н-02 – Тернівка – Поличинці,11.8,Хмільницький район,Махнівська сільська
С-02-08-28,(Кременець - Біла Церква – Ржищів - Канів – Софіївка) - Юрівка,Н-02 – Юрівка,3.74,Хмільницький район,Махнівська сільська
С-02-08-29,Вовчинець - Поличинці,Вовчинець – Поличинці,6.929,Хмільницький район,Махнівська сільська
С-02-08-30,(Кременець - Біла Церква – Ржищів – Канів – Софіївка) - Пиковець,Н-02 – Пиковець,5.1,Хмільницький район,Козятинська міська
С-02-08-31,Флоріанівка – Михайлин - Лопатин,Флоріанівка – Михайлин – Лопатин,11.2,Хмільницький район,"Козятинська міська,
Самгородоцька сільська"
С-02-08-32,Флоріанівка - Йосипівка,Флоріанівка – Йосипівка,5.0,Хмільницький район,"Козятинська міська,
Самгородоцька сільська"
С-02-08-33,Юзефо-Миколаївський цукровий завод -Воскодавинці,Юзефо-Миколаївський цукровий завод – Воскодавинці,13.7,Хмільницький район,Самгородоцька сільська
С-02-08-34,(М-21) –Туча - Куманівка,М-21 – Туча – Куманівка,10.445,Хмільницький район,Махнівська сільська
С-02-08-35,(Білопілля - Вівсяники) -Флоріанівка,О-02-08-06 – Флоріанівка,3.9,Хмільницький район,Козятинська міська
С-02-08-36,Махаринці - Сестринівка,Махаринці – Сестринівка,4.326,Хмільницький район,Козятинська міська
С-02-08-37,(М-21) - Бродецьке - (Н-02),М-21 – Бродецьке – Н-02,4.8,Хмільницький район,Глуховецька селищна
О-02-09-02,Іллівка - Павлівка,Іллівка – Павлівка,15.978,Тульчинський район,Крижопільська селищна
О-02-09-03,Савчине - Гарячківка,Савчине – Гарячківка,23.983,Тульчинський район,Городківська сільська
О-02-09-04,Соколівка - Павлівка,Соколівка – Павлівка,14.87,Тульчинський район,Крижопільська селищна
О-02-09-05,Шарапанівка – Куниче - Соколівка,Шарапанівка – Куниче – Соколівка,10.923,Тульчинський район,Крижопільська селищна
О-02-09-06,Городківка - Савчине,Городківка – Савчине,10.526,Тульчинський район,Городківська сільська
С-02-09-01,Комаргород - Городківка,Комаргород – Городківка,12.0,Тульчинський район,"Городківська сільська, Томашпільська селищна"
С-02-09-02,(Савчине – Городківка) -Теклівка,О-02-09-06 – Теклівка,2.6,Тульчинський район,Городківська сільська
С-02-09-03,Дахталія - Мар'янівка,Дахталія – Мар'янівка,2.203,Тульчинський район,Городківська сільська
С-02-09-04,Петрунівка - Суха Долина,Петрунівка – Суха Долина,12.755,Тульчинський район,Городківська сільська
С-02-09-05,Андріяшівка - Висока Гребля,Андріяшівка – Висока Гребля,1.64,Тульчинський район,Городківська сільська
С-02-09-06,(Вапнярка – Крижопіль - КПП Загнитків) - Княжа Криниця,Т-02-33 – Княжа Криниця,2.34,Тульчинський район,Крижопільська селищна
С-02-09-07,(Вапнярка – Крижопіль - КПП Загнитків) -Санаторій,Т-02-33 – санаторій,2.467,Тульчинський район,Крижопільська селищна
С-02-09-08,(Савинці – Вільшанка - Велика Кісниця) - Зеленянка,О-02-20-03 – Зеленянка,2.365,Тульчинський район,Крижопільська селищна
С-02-09-09,(Савинці – Вільшанка - Велика Кісниця) - Одаї,О-02-20-03 – Одаї,2.2,Тульчинський район,Городківська сільська
С-02-09-10,(Савинці – Вільшанка - Велика Кісниця) - Файгород,О-02-20-03 – Файгород,1.6,Тульчинський район,Городківська сільська
С-02-09-11,Вільшанка - Доярня,Вільшанка – Доярня,4.0,Тульчинський район,Городківська сільська
С-02-09-12,Вільшанка -Трибусівка,Вільшанка – Трибусівка,4.2,Тульчинський район,Городківська сільська
С-02-09-13,(Могилів-Подільський –Ямпіль – Бершадь – Умань) - Вербка,Т-02-02 – Вербка,4.023,Тульчинський район,Городківська сільська
С-02-09-14,(Могилів-Подільський – Ямпіль – Бершадь –Умань) - Джугастра,Т-02-02 – Джугастра,3.348,Тульчинський район,Городківська сільська
С-02-09-15,(Могилів-Подільський – Ямпіль - Бершадь-Умань) - Кісниця,Т-02-02 – Кісниця,5.435,Тульчинський район,Городківська сільська
С-02-09-16,Горби - Андріяшівка,Горби – Андріяшівка,2.75,Тульчинський район,Городківська сільська
С-02-09-17,(Могилів-Подільський – Ямпіль – Бершадь –Умань) - Голубече,Т-02-02 – Голубече,1.52,Тульчинський район,Крижопільська селищна
С-02-09-18,(Могилів-Подільський – Ямпіль – Бершадь –Умань) - Тернівка,Т-02-02 – Тернівка,1.709,Тульчинський район,Крижопільська селищна
С-02-09-19,(Вапнярка – Крижопіль - КПП Загнитків) -Заболотне,Т-02-33 – Заболотне,0.605,Тульчинський район,Крижопільська селищна
С-02-09-20,Заболотне - Шарапанівка,Заболотне – Шарапанівка,11.764,Тульчинський район,Крижопільська селищна
О-02-10-01,Липовець - Жорнище,Липовець – Жорнище,15.803,Вінницький район,Липовецька міська
О-02-10-02,Росоша - станція Липовець,Росоша – станція Липовець,8.6,Вінницький район,Липовецька міська
О-02-10-03,Липовець – Славна –Спиченці - Погребище,Липовець – Славна – Спиченці – Погребище,37.703,Вінницький район,"Липовецька міська,
Погребищенська міська"
О-02-10-04,Нова Прилука - Лісова Лисіївка,Нова Прилука – Лісова Лисіївка,6.3,Вінницький - Хмільницький район,"Турбівська селищна,
Калинівська міська"
О-02-10-06,Брицьке - Щаслива,Брицьке – Щаслива,25.63,Вінницький район,"Турбівська селищна,
Липовецька міська"
О-02-10-07,Зозівка - Троща,Зозівка – Троща,16.302,Вінницький район,Липовецька міська
О-02-10-08,Нова Прилука - Нова Гребля,Нова Прилука – Нова Гребля,12.88,Вінницький - Хмільницький район,"Турбівська селищна,
Калинівська міська"
С-02-10-01,Попівка - Вернянка,Попівка – Вернянка,2.611,Вінницький район,Липовецька міська
С-02-10-02,(Турбів – Погребище – Сквира) - Чупринівка,Т-02-03 – Чупринівка,1.3,Вінницький район,Турбівська селищна
С-02-10-03,(Турбів – Погребище – Сквира) - Конюшівка,Т-02-03 – Конюшівка,2.41,Вінницький район,Турбівська селищна
С-02-10-04,Підїзд до селища Мала Біла,Підїзд до селища Мала Біла,1.7,Вінницький район,Турбівська селищна
С-02-10-05,Вербівка – Ксаверівка - Зозів,Вербівка – Ксаверівка – Зозів,12.5,Вінницький район,Липовецька міська
С-02-10-06,(Турбів – Погребище – Сквира) - Нове,Т-02-03 – Нове,1.245,Вінницький район,Турбівська селищна
С-02-10-07,Під'їзд до спецкар'єру,Під'їзд до спецкар'єру,1.4,Вінницький район,Турбівська селищна
С-02-10-08,(Біла Церква – Тетіїів – Липовець – Гуменне) -Вікентіївка,Р-17 – Вікентіївка,1.51,Вінницький район,Липовецька міська
С-02-10-09,(Вороновиця – Іллінці) - Пісочин,О-02-03-04 – Пісочин,2.855,Вінницький район,Липовецька міська
С-02-10-10,Костянтинівка - Петрівка,Костянтинівка – Петрівка,5.637,Вінницький район,Турбівська селищна
С-02-10-11,Щаслива - Підлісне,Щаслива – Підлісне,3.053,Вінницький район,Липовецька міська
С-02-10-12,Лукашівка - Берестівка,Лукашівка – Берестівка,5.23,Вінницький район,Липовецька міська
С-02-10-13,(Вербівка - Зозівка) -Брицьке,С-02-10-26 – Брицьке,3.2,Вінницький район,Турбівська селищна
С-02-10-14,(Григорівка - Мончин) - Зозів,Григорівка – Мончин – Зозів,8.27,Вінницький район,Липовецька міська
С-02-10-15,Славна - Улянівка,Славна – Улянівка,3.82,Вінницький район,Липовецька міська
С-02-10-16,Приборівка - Кобильня,Приборівка – Кобильня,11.6,Вінницький район,Турбівська селищна
С-02-10-17,Приборівка - Соболівка,Приборівка – Соболівка,6.4,Вінницький район,Турбівська селищна
С-02-10-18,(Турбів - Погребище – Сквира) - Костянтинівка,Т-02-03 – Костянтинівка,1.823,Вінницький район,Турбівська селищна
С-02-10-19,Біла - Шендерівка,Біла – Шендерівка,7.476,Вінницький район,Турбівська селищна
С-02-10-20,Біла – Вербівка,Біла – Вербівка,6.796,Вінницький район,"Турбівська селищна, Липовецька міська"
С-02-10-21,(Біла Церква – Тетіїів – Липовець – Гуменне) - Струтинка,Р-17 – Струтинка,2.82,Вінницький район,Липовецька міська
С-02-10-22,(Біла Церква – Тетіїів – Липовець – Гуменне) - Нападівка,Р-17 – Нападівка,2.913,Вінницький район,Липовецька міська
С-02-10-23,(Біла Церква – Тетіїів – Липовець – Гуменне) - Богданівка,Р-17 – Богданівка,1.102,Вінницький район,Липовецька міська
С-02-10-24,(Вінниця – Турбів –Гайсин – Балта - Велика Михайлівка) - Скитка,Р-33 – Скитка,4.082,Вінницький район,Липовецька міська
С-02-10-25,(Вороновиця – Іллінці) - Війтівці,О-02-03-04 – Війтівці,2.876,Вінницький район,Липовецька міська
С-02-10-26,Вербівка - Зозівка,Вербівка – Зозівка,4.0,Вінницький район,Липовецька міська
С-02-10-27,(Вінниця – Турбів –Гайсин – Балта - Велика Михайлівка) - Лукашівка,Р-33 – Лукашівка,3.255,Вінницький район,Липовецька міська
О-02-11-01,Літин – Микулінці -Некрасове,Літин – Микулінці – Некрасове,10.94,Вінницький район,"Літинська селищна,
Якушинецька сільська"
О-02-11-02,Літин - Бірків,Літин – Бірків,4.0,Вінницький район,Літинська селищна
О-02-11-04,Уладівка - Пиків,Уладівка – Пиків,11.628,Хмільницький район,Іванівська сільська
О-02-11-05,Горбівці – Лисогірка - Кармелюкове,Горбівці – Лисогірка – Кармелюкове,26.673,Вінницький - Жмеринський район,"Літинська селищна,
Жмеринська міська"
О-02-11-06,Бруслинів - Стрижавка,Бруслинів – Стрижавка,28.553,Вінницький район,"Літинська селищна,
Стрижавська селищна"
С-02-11-01,Літин - Супрунів,Літин – Супрунів,21.7,Вінницький район,"Літинська селищна,
Стрижавська селищна"
С-02-11-02,Микулинці - Ріжок,Микулинці – Ріжок,1.0,Вінницький район,Якушинецька сільська
С-02-11-03,Бірків - Залужне,Бірків – Залужне,4.65,Вінницький район,Літинська селищна
С-02-11-04,Олександрівка -Матяшівка,Олександрівка – Матяшівка,8.9,Хмільницький район,"Хмільницька міська,
Іванівська сільська"
С-02-11-05,Іванківці - Лука,Іванківці – Лука,3.845,Хмільницький район,Хмільницька міська
С-02-11-06,Лисогірка - Медведівка,Лисогірка – Медведівка,5.688,Хмільницький район,Хмільницька міська
С-02-11-07,Осолинка - Миколаївка,Осолинка – Миколаївка,10.7,Вінницький район,Літинська селищна
С-02-11-08,Осолинка - Кам'янка,Осолинка – Кам'янка,3.1,Вінницький район,Літинська селищна
С-02-11-09,Малинівка - Вишенька,Малинівка – Вишенька,4.7,Вінницький район,Літинська селищна
С-02-11-10,Кулига - Українка,Кулига – Українка,4.0,Вінницький район,Літинська селищна
С-02-11-11,Літинка - Яблунівка,Літинка – Яблунівка,3.726,Вінницький район,Літинська селищна
С-02-11-12,Горбівці - Антонівка,Горбівці – Антонівка,2.3,Вінницький район,Літинська селищна
С-02-11-13,(Бердичів – Хмільник – Літин) - Лісне,Р-31 – Лісне,1.7,Хмільницький район,Хмільницька міська
С-02-11-14,(Бердичів – Хмільник – Літин) - Білозірка,Р-31 – Білозірка,0.16,Вінницький район,Літинська селищна
С-02-11-15,(Любар – Хмільник -Лука Барська - Нова Ушиця) - Соколівка,Т-06-10 – Соколівка,1.54,Вінницький район,Літинська селищна
С-02-11-16,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Гавришівка,М-30 – Гавришівка,5.193,Вінницький район,Літинська селищна
С-02-11-17,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Петрик,М-30 – Петрик,2.76,Вінницький район,Літинська селищна
С-02-11-18,(Стара Гута – Калинівка – Турбів) - Матяшівка,О-02-23-01 – Матяшівка,2.5,Хмільницький район,Іванівська сільська
С-02-11-19,Осічок – Івча - Балин,Осічок – Івча – Балин,38.9,Хмільницький - Вінницький район,"Хмільницька міська,
Літинська селищна"
С-02-11-20,Сосни - Трибухи,Сосни – Трибухи,11.72,Вінницький район,Літинська селищна
С-02-11-21,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Іскриня,М-30 – Іскриня,10.5,Вінницький район,"Якушинецька сільська, 
Стрижавська селищна"
С-02-11-22,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Дашківці,М-30 – Дашківці,1.5,Вінницький район,Якушинецька сільська
С-02-11-23,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Малинівка,М-30 – Малинівка,2.0,Вінницький район,Літинська селищна
С-02-11-24,Багринівці – Літин -Уладівка,Багринівці – Літин – Уладівка,36.1,Вінницький - Хмільницький район,"Літинська селищна,
Іванівська сільська"
О-02-12-01,Могилів-Подільський – Конева - Сугаки,Могилів-Подільський – Конева – Сугаки,18.8,Могилів-Подільський район,"Могилів-Подільська міська,
Вендичанська селищна"
О-02-12-02,Хоньківці - Козлів-Липчани,Хоньківці – Козлів-Липчани,16.7,Могилів-Подільський район,Яришівська сільська
О-02-12-03,Юрківці - Лядова,Юрківці – Лядова,24.077,Могилів-Подільський район,"Яришівська сільська,
Могилів-Подільська міська"
О-02-12-04,Вендичани – Чернівці - Томашпіль,Вендичани – Чернівці – Томашпіль,60.038,Могилів-Подільський – Тульчинський район,"Вендичанська селищна,
Чернівецька селищна,
Томашпільська селищна"
О-02-12-05,Конева – Кукавка -Ломозів,Конева – Кукавка – Ломозів,34.62,Могилів-Подільський район,"Вендичанська селищна,
Могилів-Подільська міська"
О-02-12-07,Коштуля – Грушка -Суботівка,Коштуля – Грушка – Суботівка,27.92,Могилів-Подільський район,"Могилів-Подільська міська,
Чернівецька селищна,
Бабчинецька сільська"
О-02-12-08,Могилів-Подільський – Суботівка,Могилів-Подільський – Суботівка,8.4,Могилів-Подільський район,Могилів-Подільська міська
С-02-12-01,(Слобода Шаргородська –Тропове – Яришів) -Тарасівка,О-02-26-05 – Тарасівка,2.3,Могилів-Подільський район,Вендичанська селищна
С-02-12-02,Яришів - Юрківці,Яришів – Юрківці,5.7,Могилів-Подільський район,Яришівська сільська
С-02-12-03,(Юрківці – Лядова) -станція Сулятицька,О-02-12-03 – станція Сулятицька,0.3,Могилів-Подільський район,Яришівська сільська
С-02-12-04,Жеребилівка - Іракліївка,Жеребилівка – Іракліївка,9.25,Могилів-Подільський район,Яришівська сільська
С-02-12-05,(Конева – Кукавка –Ломазів) - Нижчий Ольчедаїв,О-02-12-05 – Нижчий Ольчедаїв,2.0,Могилів-Подільський район,Вендичанська селищна
С-02-12-06,(Конева – Кукавка –Ломазів) - станція Ізраїлівка,О-02-12-05 – станція Ізраїлівка,0.8,Могилів-Подільський район,Вендичанська селищна
С-02-12-07,Воєводчинці –Шлишківці -Криштофівка,Воєводчинці – Шлишківці – Криштофівка,12.4,Могилів-Подільський район,Могилів-Подільська міська
С-02-12-08,Шлишківці – Пилипи - Петрівка,Шлишківці – Пилипи – Петрівка,7.2,Могилів-Подільський район,Могилів-Подільська міська
С-02-12-09,Грушка - Садки,Грушка – Садки,2.7,Могилів-Подільський район,Могилів-Подільська міська
С-02-12-10,Григорівка - Нова Григорівка,Григорівка – Нова Григорівка,6.01,Могилів-Подільський район,Могилів-Подільська міська
С-02-12-11,(Могилів-Подільський – Ямпіль - Бершадь -Умань) - Бандишівка,Т-02-02 – Бандишівка,3.5,Могилів-Подільський район,"Могилів-Подільська міська,
Бабчинецька сільська"
С-02-12-12,Івонівка - Новомикільськ,Івонівка – Новомикільськ,11.99,Могилів-Подільський район,"Могилів-Подільська міська,
Бабчинецька сільська"
С-02-12-13,(Виступовичі – Житомир - Могилів-Подільський) -Підлісне,М-21 – Підлісне,1.0,Могилів-Подільський район,Вендичанська селищна
С-02-12-14,Хоньківці - Бернашівка,Хоньківці – Бернашівка,11.2,Могилів-Подільський район,Яришівська сільська
С-02-12-15,Борщівці – Озаринці - Воєводчинці,Борщівці – Озаринці – Воєводчинці,14.195,Могилів-Подільський район,"Вендичанська селищна,
Могилів-Подільська міська"
С-02-12-16,Садова – Воєводчинці - Карпівка,Садова – Воєводчинці – Карпівка,11.13,Могилів-Подільський район,Могилів-Подільська міська
С-02-12-17,Брониця - Яруга,Брониця – Яруга,19.35,Могилів-Подільський район,Могилів-Подільська міська
С-02-12-18,Букатинка - Мервинці,Букатинка – Мервинці,5.9,Могилів-Подільський район,Бабчинецька сільська
С-02-12-19,(Гуків – Дунаївці -Могилів-Подільський) - Жеребилівка,Т-23-08 – Жеребилівка,1.09,Могилів-Подільський район,Яришівська сільська
С-02-12-20,Підїзд до станції Сулятицька,Підїзд до станції Сулятицька,4.16,Могилів-Подільський район,"Могилів-Подільська міська,
Яришівська сільська"
С-02-12-21,Слобода Яришівська - Яструбна,Слобода Яришівська – Яструбна,5.0,Могилів-Подільський район,Яришівська сільська
С-02-12-22,(Гуків – Дунаївці -Могилів-Подільський) -Лядова,Т-23-08 – Лядова,3.8,Могилів-Подільський район,Яришівська сільська
С-02-12-23,(Хоньківці – Козлів -Липчани) - Нагоряни,О-02-12-02 – Нагоряни,3.783,Могилів-Подільський район,Яришівська сільська
С-02-12-24,Тарасівка - Вендичани,Тарасівка – Вендичани,3.0,Могилів-Подільський район,Вендичанська селищна
О-02-13-01,Муровані Курилівці -Кукурівка,Муровані Курилівці – Кукурівка,15.1,Могилів-Подільський район,Мурованокуриловецька селищна
О-02-13-02,(Гулі - Муровані Курилівці) - Петримани,О-02-01-05 – Петримани,3.0,Могилів-Подільський район,Мурованокуриловецька селищна
О-02-13-03,Шаргород –Вищеольчедаїв - Конищів,Шаргород – Вищеольчедаїв – Конищів,45.444,Могилів-Подільський район,"Мурованокуриловецька селищна,
Вендичанська селищна"
О-02-13-06,Вищеольчедаїв – Дружба - Наддністрянське,Вищеольчедаїв – Дружба – Наддністрянське,28.645,Могилів-Подільський район,Мурованокуриловецька селищна
О-02-13-07,Горай – Плоске - Сугаки,Горай – Плоске – Сугаки,18.316,Могилів-Подільський район,"Вендичанська селищна, Мурованокуриловецька селищна"
С-02-13-01,Муровані Курилівці -Виноградне,Муровані Курилівці – Виноградне,14.229,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-02,Бахтин - Новосілка,Бахтин – Новосілка,3.1,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-03,(Муровані Курилівці - Гулі) - Дерешова,О-02-01-05 – Дерешова,0.12,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-04,Петримани - Золотогірка,Петримани – Золотогірка,7.62,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-05,Житники - Петримани,Житники – Петримани,5.52,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-06,Михайлівці - Красне,Михайлівці – Красне,2.5,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-07,Долиняни -Кривохижинці,Долиняни – Кривохижинці,4.188,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-08,Кривохижинці – Снітків - Рясне,Кривохижинці – Снітків – Рясне,7.5,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-09,(Копайгород - станція Котюжани) - Обухів,О-02-01-07 – Обухів,1.167,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-10,станція Котюжани -Привітне,станція Котюжани – Привітне,6.72,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-11,Обухів - Глибока Долина,Обухів – Глибока Долина,5.0,Могилів-Подільський район,"Мурованокуриловецька селищна,
Вендичанська селищна"
С-02-13-12,Блакитне – Вільшанка - станція Котюжани,Блакитне – Вільшанка – станція Котюжани,15.185,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-13,Перекоринці -Балківка,Перекоринці – Балківка,7.58,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-14,Галайківці -Володимирівка,Галайківці – Володимирівка,2.88,Могилів-Подільський район,Мурованокуриловецька селищна
